id,INFORMED CONSENT FORM,Age (Taon),Sex (Kasarian),Type of learner,Current Educational Level (Kasalukuyang Antas ng Edukasyon),"Preferred Learning Modality: 
Pinapaborang Paraan ng Pagkatuto:",Which gadgets do you currently use for studying?  (Anong gadget ang gamit mo pangaral?),"Do you have internet at home?
(May internet ba kayo sa bahay?)",Q1,Q2,Q3,Q4,Q5,confidence_avg,Q6,Q7,Q8,Q9,acad_fit_avg,Q10,Q11,Q12,Q13,Q14,Q15,engage_avg,Q16,Q17,Q18,Q19,Q20,motiv_avg,Q21,Q22,Q23,Q24,Q25,Q26,habits_avg,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,pref_avg,Q35,Q36,Q37,Q38,Q39,chall_avg,Q40,Q41,Q42,Q43,Q44,motiv_avg.1,Q45,Q46,Q47,Q48,Q49,Q50,strat_avg,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,interest_avg,average_all,"What features would you find most helpful in an adaptive learning system?
(Anong mga features ang sa tingin mo ay pinaka-makakatulong sa isang adaptive learning system?)","Do you have any additional comments or suggestions that could help improve learning materials or adaptive learning systems? 
(Mayroon ka bang karagdagang komento o mungkahi na makakatulong sa pagpapabuti ng mga materyales sa pagkatuto o adaptive learning systems?)",capability,academic_fit,engagement,motivation,study_habits,prior_learning,preferences,constraints,commitment,strategies,interest,cluster
26.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),19,Female,Working learner / adult learner,College,Online,Smartphone;Laptop;Desktop;Tablet,Postpaid Internet (Monthly Subscription);Mobile Data Only,5.0,4.0,4.0,4.0,4.0,4.2,5.0,5.0,4.0,5.0,4.75,3.0,5.0,5.0,3.0,5.0,4.0,4.17,5.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,3.5,1.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,3.8,5.0,4.0,3.0,5.0,5.0,4.4,5.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,3.33,2.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,2.38,3.85,Lessons that adjust based on learning pace;Progress tracking and performance monitoring,,4.2,4.75,4.166666666666667,4.0,3.5,1.0,3.8,4.4,4.0,3.3333333333333335,2.375,0
27.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),18,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Modular/Printed,Laptop,Mobile Data Only,5.0,4.0,5.0,3.0,5.0,4.4,3.0,5.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.67,4.0,5.0,3.0,4.0,5.0,4.2,5.0,5.0,5.0,5.0,3.0,3.0,4.33,1.0,0.0,1.0,3.0,5.0,1.0,1.0,2.0,2.4,2.0,3.0,5.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,1.0,3.4,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,3.13,3.45,Immediate feedback on answers,,4.4,4.0,3.6666666666666665,4.2,4.333333333333333,0.6666666666666666,2.4,3.0,3.4,2.0,3.125,1
28.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),23,Male,Working learner / adult learner,College,Face to Face,Smartphone;Laptop;Desktop;Tablet,Prepaid Internet,5.0,5.0,5.0,1.0,4.0,4.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,4.33,4.0,5.0,5.0,1.0,2.0,3.4,5.0,2.0,1.0,2.0,4.0,2.0,2.67,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,3.4,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,3.2,5.0,2.0,1.0,1.0,5.0,5.0,3.17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.32,Lessons that adjust based on learning pace;Progress tracking and performance monitoring;Automatically adjusted difficulty levels;Personalized learning recommendations,,4.0,3.0,4.333333333333333,3.4,2.6666666666666665,1.0,3.4,1.0,3.2,3.1666666666666665,5.0,0
29.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),18,Female,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Modular/Printed,Smartphone,Postpaid Internet (Monthly Subscription),3.0,3.0,4.0,2.0,1.0,2.6,2.0,1.0,1.0,3.0,1.75,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,2.83,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,3.4,1.0,2.0,3.0,4.0,5.0,1.0,2.67,1.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,2.63,2.79,Personalized learning recommendations;Other,,2.6,1.75,2.0,4.0,2.8333333333333335,0.0,3.0,3.0,3.4,2.6666666666666665,2.625,1
30.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),19,Male,Regular Student (Junior High / Senior High / College),College,Modular/Printed,Smartphone,No Internet,1.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0,2.5,5.0,4.0,2.0,3.0,4.0,5.0,3.83,2.0,1.0,4.0,5.0,4.0,3.2,2.0,3.0,4.0,5.0,4.0,2.0,3.33,0.0,0.0,0.0,1.0,5.0,1.0,5.0,1.0,2.6,4.0,1.0,4.0,5.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.4,3.0,3.0,2.0,3.0,1.0,1.0,2.17,3.0,4.0,5.0,4.0,4.0,3.0,2.0,1.0,3.25,3.13,Immediate feedback on answers;Progress tracking and performance monitoring;Automatically adjusted difficulty levels,,3.0,2.5,3.8333333333333335,3.2,3.3333333333333335,0.0,2.6,3.0,4.4,2.1666666666666665,3.25,1
31.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),20,Prefer not to say,ALS Student,ALS,Modular/Printed,Smartphone,Postpaid Internet (Monthly Subscription);Mobile Data Only,2.0,3.0,4.0,5.0,2.0,3.2,1.0,1.0,2.0,2.0,1.5,3.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,1.0,3.0,4.0,3.0,2.6,4.0,3.0,2.0,1.0,2.0,3.0,2.5,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.6,2.0,2.0,4.0,3.0,2.0,2.6,4.0,3.0,3.0,4.0,5.0,1.0,3.33,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.5,2.78,Other,,3.2,1.5,4.0,2.6,2.5,0.6666666666666666,3.0,2.6,2.6,3.3333333333333335,2.5,1
32.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),22,Prefer not to say,Regular Student (Junior High / Senior High / College),TESDA / Technical Training,Blended,Smartphone;Desktop,Prepaid Internet,1.0,4.0,3.0,2.0,2.0,2.4,5.0,5.0,5.0,3.0,4.5,3.0,4.0,4.0,1.0,2.0,3.0,2.83,4.0,5.0,3.0,2.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,1.0,2.67,1.0,0.0,0.0,2.0,4.0,3.0,1.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,2.4,2.0,3.0,3.0,4.0,5.0,3.4,2.0,3.0,1.0,1.0,5.0,4.0,2.67,2.0,3.0,4.0,2.0,5.0,1.0,2.0,3.0,2.75,2.96,Automatically adjusted difficulty levels,,2.4,4.5,2.8333333333333335,3.0,2.6666666666666665,0.3333333333333333,3.0,2.4,3.4,2.6666666666666665,2.75,1
33.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),22,Prefer not to say,Regular Student (Junior High / Senior High / College),College,Online,Smartphone;Laptop;Desktop;Tablet,Postpaid Internet (Monthly Subscription),4.0,5.0,3.0,1.0,3.0,3.2,4.0,2.0,3.0,4.0,3.25,2.0,3.0,3.0,2.0,2.0,1.0,2.17,5.0,5.0,5.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,2.17,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.2,3.0,3.0,2.0,3.0,2.0,2.6,2.0,4.0,2.0,3.0,1.0,2.4,1.0,3.0,3.0,4.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.87,Immediate feedback on answers;Automatically adjusted difficulty levels,,3.2,3.25,2.1666666666666665,4.0,2.1666666666666665,1.0,4.2,2.6,2.4,2.6666666666666665,2.0,1
34.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),21,Male,Working learner / adult learner,TESDA / Technical Training,Face to Face,Smartphone;Laptop,Postpaid Internet (Monthly Subscription),2.0,3.0,4.0,5.0,1.0,3.0,5.0,2.0,1.0,2.0,2.5,2.0,1.0,2.0,3.0,3.0,3.0,2.33,2.0,1.0,3.0,2.0,3.0,2.2,3.0,1.0,3.0,1.0,2.0,1.0,1.83,0.0,0.0,1.0,2.0,4.0,3.0,5.0,1.0,3.0,2.0,4.0,3.0,1.0,5.0,3.0,1.0,2.0,4.0,3.0,2.0,2.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,5.0,4.0,2.0,3.0,2.43,Lessons that adjust based on learning pace,,3.0,2.5,2.3333333333333335,2.2,1.8333333333333333,0.3333333333333333,3.0,3.0,2.4,1.0,3.0,3
35.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),17,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Blended,Smartphone;Laptop,Postpaid Internet (Monthly Subscription);Mobile Data Only,5.0,4.0,3.0,3.0,4.0,3.8,2.0,4.0,4.0,4.0,3.5,3.0,4.0,3.0,4.0,5.0,3.0,3.67,3.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,2.5,1.0,0.0,1.0,4.0,2.0,4.0,3.0,4.0,3.4,4.0,4.0,2.0,3.0,4.0,3.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.67,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.38,3.63,Lessons that adjust based on learning pace;Progress tracking and performance monitoring;Automatically adjusted difficulty levels;Personalized learning recommendations,,3.8,3.5,3.6666666666666665,4.0,2.5,0.6666666666666666,3.4,3.4,4.0,3.6666666666666665,4.375,0
36.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),14,Female,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Face to Face,Smartphone;Tablet,Prepaid Internet,5.0,5.0,5.0,4.0,3.0,4.4,4.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,4.0,3.67,2.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,4.33,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,4.4,3.0,4.0,5.0,4.0,3.0,3.8,5.0,4.0,2.0,5.0,3.0,3.8,4.0,3.0,4.0,3.0,4.0,2.0,3.33,3.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,3.13,3.79,Progress tracking and performance monitoring,,4.4,3.0,3.6666666666666665,4.0,4.333333333333333,1.0,4.4,3.8,3.8,3.3333333333333335,3.125,0
37.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),19,Prefer not to say,Regular Student (Junior High / Senior High / College),TESDA / Technical Training,Blended,Smartphone;Laptop;Desktop,Prepaid Internet,2.0,3.0,4.0,3.0,2.0,2.8,1.0,5.0,5.0,3.0,3.5,3.0,2.0,5.0,2.0,4.0,1.0,2.83,5.0,5.0,3.0,5.0,4.0,4.4,3.0,3.0,3.0,2.0,2.0,2.0,2.5,0.0,0.0,1.0,4.0,3.0,3.0,2.0,2.0,2.8,3.0,4.0,5.0,2.0,4.0,3.6,5.0,4.0,3.0,3.0,4.0,3.8,2.0,1.0,3.0,3.0,3.0,2.0,2.33,5.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,3.63,3.22,Progress tracking and performance monitoring;Automatically adjusted difficulty levels,,2.8,3.5,2.8333333333333335,4.4,2.5,0.3333333333333333,2.8,3.6,3.8,2.3333333333333335,3.625,1
38.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),14,Female,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Online,Smartphone;Desktop;Tablet,Prepaid Internet,4.0,4.0,5.0,4.0,4.0,4.2,3.0,4.0,2.0,4.0,3.25,5.0,5.0,5.0,5.0,3.0,4.0,4.5,2.0,5.0,5.0,2.0,3.0,3.4,5.0,5.0,4.0,5.0,4.0,4.0,4.5,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.83,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.38,4.31,Lessons that adjust based on learning pace;Progress tracking and performance monitoring;Personalized learning recommendations,,4.2,3.25,4.5,3.4,4.5,0.3333333333333333,5.0,5.0,5.0,4.833333333333333,3.375,0
39.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),18,Female,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Blended,Smartphone,Postpaid Internet (Monthly Subscription),3.0,4.0,3.0,4.0,4.0,3.6,4.0,3.0,4.0,4.0,3.75,4.0,4.0,3.0,4.0,3.0,3.0,3.5,4.0,4.0,5.0,4.0,5.0,4.4,4.0,2.0,4.0,4.0,4.0,4.0,3.67,1.0,1.0,1.0,5.0,2.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,1.0,3.0,3.2,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.67,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.63,3.94,Lessons that adjust based on learning pace;Progress tracking and performance monitoring;Personalized learning recommendations,,3.6,3.75,3.5,4.4,3.6666666666666665,1.0,4.0,3.2,4.0,4.666666666666667,4.625,0
40.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),19,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone,Postpaid Internet (Monthly Subscription),5.0,5.0,2.0,5.0,5.0,4.4,2.0,5.0,5.0,5.0,4.25,5.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.33,0.0,0.0,1.0,5.0,5.0,5.0,4.0,3.0,4.4,4.0,4.0,5.0,5.0,3.0,4.2,5.0,5.0,5.0,5.0,4.0,4.8,5.0,5.0,5.0,5.0,4.0,5.0,4.83,5.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,3.5,4.37,Immediate feedback on answers;Progress tracking and performance monitoring;Personalized learning recommendations,,4.4,4.25,4.0,5.0,4.333333333333333,0.3333333333333333,4.4,4.2,4.8,4.833333333333333,3.5,2
41.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),15,Female,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Face to Face,Smartphone;Laptop;Tablet,Postpaid Internet (Monthly Subscription),3.0,5.0,3.0,3.0,3.0,3.4,2.0,3.0,5.0,5.0,3.75,4.0,3.0,5.0,5.0,3.0,3.0,3.83,3.0,3.0,5.0,5.0,5.0,4.2,3.0,3.0,2.0,3.0,3.0,2.0,2.67,1.0,0.0,0.0,4.0,4.0,5.0,5.0,4.0,4.4,3.0,3.0,3.0,2.0,2.0,2.6,4.0,5.0,5.0,5.0,4.0,4.6,3.0,3.0,2.0,3.0,5.0,5.0,3.5,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.13,3.71,Progress tracking and performance monitoring,,3.4,3.75,3.8333333333333335,4.2,2.6666666666666665,0.3333333333333333,4.4,2.6,4.6,3.5,4.125,0
42.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),15,Female,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Face to Face,Smartphone,Postpaid Internet (Monthly Subscription),4.0,5.0,4.0,5.0,3.0,4.2,2.0,3.0,4.0,4.0,3.25,4.0,5.0,5.0,4.0,5.0,4.0,4.5,3.0,3.0,5.0,5.0,5.0,4.2,4.0,5.0,3.0,4.0,4.0,5.0,4.17,0.0,1.0,1.0,3.0,2.0,5.0,5.0,2.0,3.4,3.0,3.0,4.0,3.0,5.0,3.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.83,5.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.88,4.0,Lessons that adjust based on learning pace;Progress tracking and performance monitoring;Automatically adjusted difficulty levels,,4.2,3.25,4.5,4.2,4.166666666666667,0.6666666666666666,3.4,3.6,5.0,3.8333333333333335,3.875,0
43.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),25,Male,Working learner / adult learner,Waiting for graduation march,Face to Face,Smartphone;Desktop,Postpaid Internet (Monthly Subscription),4.0,3.0,3.0,4.0,4.0,3.6,5.0,4.0,5.0,4.0,4.5,4.0,3.0,2.0,3.0,4.0,4.0,3.33,3.0,2.0,4.0,5.0,5.0,3.8,3.0,3.0,5.0,4.0,3.0,2.0,3.33,1.0,1.0,1.0,5.0,5.0,3.0,4.0,4.0,4.2,4.0,5.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,3.8,4.0,4.0,5.0,3.0,3.0,3.0,3.67,5.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,4.25,3.75,Immediate feedback on answers;Progress tracking and performance monitoring;Personalized learning recommendations,"Lessons based on learning pace would be the best but would be super time consuming for those who would be providing said materials, proper use of AI tools would be good to since a lot of students heavily rely on it without trying to understand concepts better to feed AI better info to generate better output",3.6,4.5,3.3333333333333335,3.8,3.3333333333333335,1.0,4.2,3.0,3.8,3.6666666666666665,4.25,0
44.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),18,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone,Mobile Data Only,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.25,5.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.8,3.0,3.0,4.0,5.0,4.0,2.0,3.5,0.0,0.0,1.0,5.0,4.0,4.0,5.0,5.0,4.6,3.0,5.0,5.0,5.0,5.0,4.6,4.0,4.0,5.0,4.0,5.0,4.4,3.0,4.0,3.0,4.0,4.0,4.0,3.67,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.18,Lessons that adjust based on learning pace,they should teach students based on  their capacity,4.0,4.25,4.0,4.8,3.5,0.3333333333333333,4.6,4.6,4.4,3.6666666666666665,4.0,0
45.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),32,Male,Regular Student (Junior High / Senior High / College),TESDA / Technical Training,Face to Face,Smartphone,Mobile Data Only,1.0,2.0,1.0,1.0,1.0,1.2,1.0,1.0,2.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,1.8,3.0,2.0,3.0,2.0,2.0,2.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.19,Lessons that adjust based on learning pace;Progress tracking and performance monitoring;Automatically adjusted difficulty levels;Personalized learning recommendations;Other,,1.2,1.25,1.0,1.2,1.0,1.0,4.0,1.8,2.4,4.0,4.0,3
46.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),22,Female,Regular Student (Junior High / Senior High / College),College,Blended,Smartphone;Tablet,Postpaid Internet (Monthly Subscription),4.0,3.0,4.0,3.0,3.0,3.4,4.0,3.0,3.0,3.0,3.25,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.8,4.0,3.0,5.0,5.0,4.0,3.0,4,0.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,4.6,3.0,4.0,4.0,2.0,5.0,3.6,3.0,5.0,5.0,5.0,5.0,4.6,4.0,2.0,5.0,5.0,5.0,4.0,4.17,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.63,4.1,Lessons that adjust based on learning pace;Progress tracking and performance monitoring;Personalized learning recommendations,,3.4,3.25,4.0,4.8,4.0,0.6666666666666666,4.6,3.6,4.6,4.166666666666667,4.625,0
47.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),23,Female,Working learner / adult learner,Working,Blended,Smartphone;Laptop;Tablet,Postpaid Internet (Monthly Subscription),4.0,4.0,2.0,4.0,3.0,3.4,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.83,0.0,1.0,1.0,5.0,3.0,4.0,4.0,5.0,4.2,4.0,4.0,3.0,3.0,3.0,3.4,5.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.33,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.13,3.93,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring;Personalized learning recommendations,,3.4,4.0,4.0,4.0,3.8333333333333335,0.6666666666666666,4.2,3.4,4.0,4.333333333333333,4.125,0
48.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),23,Female,Regular Student (Junior High / Senior High / College),College,Blended,Smartphone;Tablet,Mobile Data Only;No Internet,4.0,3.0,3.0,4.0,3.0,3.4,4.0,3.0,3.0,4.0,3.5,3.0,3.0,3.0,3.0,3.0,4.0,3.17,3.0,4.0,5.0,4.0,5.0,4.2,3.0,3.0,4.0,5.0,4.0,4.0,3.83,0.0,0.0,1.0,5.0,4.0,5.0,4.0,4.0,4.4,4.0,4.0,4.0,3.0,4.0,3.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.93,Lessons that adjust based on learning pace;Progress tracking and performance monitoring,,3.4,3.5,3.1666666666666665,4.2,3.8333333333333335,0.3333333333333333,4.4,3.8,4.0,4.0,5.0,0
49.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),23,Female,Regular Student (Junior High / Senior High / College),College,Face to Face,Smartphone;Laptop;Desktop;Tablet,Postpaid Internet (Monthly Subscription),5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.4,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,5.0,1.0,3.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.19,Lessons that adjust based on learning pace;Immediate feedback on answers;Progress tracking and performance monitoring;Automatically adjusted difficulty levels;Personalized learning recommendations,,5.0,5.0,5.0,5.0,5.0,0.6666666666666666,3.0,2.4,3.0,3.5,5.0,2
50.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),17,Male,Regular Student (Junior High / Senior High / College),Senior High School (Grade 11–12),Face to Face,Smartphone;Laptop,Prepaid Internet,4.0,4.0,5.0,5.0,3.0,4.2,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.83,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,0.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,Progress tracking and performance monitoring,"I have an additional suggestions based on my progress or how i learn from the other materials that i read about it. The learning materials just keep it simple or easy to understand (lalo na sa mga slow learners) so they can interpret or understand more easily and mix it up with text, visuals or interactive styles (quizzes etc..) or also connect it into real life examples so they can visualize it. I kindly like this survey because it speak out your inner self on how you learn or how you use the learning materials.  ",4.2,5.0,4.833333333333333,5.0,5.0,0.6666666666666666,5.0,4.6,5.0,4.333333333333333,5.0,2
51.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),23,Female,Regular Student (Junior High / Senior High / College),College,Face to Face,Smartphone,Mobile Data Only,4.0,5.0,5.0,5.0,4.0,4.6,4.0,4.0,5.0,5.0,4.5,4.0,4.0,3.0,2.0,5.0,4.0,3.67,4.0,4.0,5.0,5.0,5.0,4.6,3.0,3.0,2.0,3.0,4.0,4.0,3.17,1.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,4.6,4.0,4.0,4.0,3.0,4.0,3.8,4.0,5.0,5.0,4.0,4.0,4.4,4.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.5,4.08,Lessons that adjust based on learning pace,,4.6,4.5,3.6666666666666665,4.6,3.1666666666666665,1.0,4.6,3.8,4.4,3.0,4.5,2
52.0,Sumasang-ayon ako na lumahok sa pag-aaral na ito. (I agree to participate in this research study),16,Prefer not to say,Regular Student (Junior High / Senior High / College),Junior High School (Grade 7–10),Online,Smartphone,Postpaid Internet (Monthly Subscription),1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,2.17,3.0,2.0,1.0,1.0,1.0,1.6,3.0,1.0,1.0,1.0,1.0,1.0,1.33,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.4,5.0,4.0,5.0,5.0,5.0,4.8,2.0,4.0,4.0,4.0,4.0,4.0,3.67,2.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.75,2.97,Lessons that adjust based on learning pace,,2.0,2.0,2.1666666666666665,1.6,1.3333333333333333,1.0,4.0,4.4,4.8,3.6666666666666665,3.75,1
