ID,Language,Module,Strand,Track,Difficulty,Prerequisite,Competency,Description,difficulty_score,motivation_req,engagement_req,capability,academic_fit,engagement,motivation,study_habits,prior_learning,preferences,constraints,commitment,strategies,interest,cluster,difficulty
AE24,English,Temperature and Air Pressure,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.2911394646561588,0.23695752144104656,0.39685721621767667,0.3092674142356303,0.2822568340307615,0.39610783845925657,0.27287845708009595,0.1660207626924252,0.7501050327427141,0.706092999288808,0.8625193010749297,7,3
AE25,English,Typhoons in the Philippines,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.25000634030265123,0.19416737032887135,0.29899110611457275,0.2982955649841324,0.2491213302204612,0.2352564328114432,0.14227138001089007,0.39037840866921225,0.9252217693638445,0.7844403159506923,0.7577302195137053,7,1
AE26,English,We Can Fight Diseases,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.28503516360273673,0.20860485380351096,0.2615265219599687,0.1601998054010043,0.13693804615861618,0.33000756517295216,0.15476443716132643,0.2722797351428229,0.8087019339738668,0.847560032380654,0.8338585096739666,7,2
AE27,English,What is Happening to Our Environment?,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.3231596297489048,0.30274084472500745,0.11988872895681016,0.24746269344228708,0.336006260116871,0.390140628602364,0.3247774221102835,0.14087009864404873,0.8098301949796493,0.7821239075842156,0.8932387473221527,7,3
AE28,English,What is Your Nutritional Status?,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.21653845651632536,0.21705829481749778,0.11813461403972234,0.3129021431794719,0.9451901782064793,0.8549520785190842,0.993906897056136,0.9490758389244702,0.354744795933604,0.20967244514887473,0.26048855930845705,1,1
AE29,English,Mahalin at Arugain ang mga Hayop,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.1971161137497432,0.17839118351793926,0.1676326983962615,0.1997534736097329,0.12669710426399527,0.11000676174728435,0.18067269864692995,0.2686369967304303,0.8429994255887003,0.9967128116512691,0.9635242748463764,7,2
AE30,English,Wastong Pagkain at Maging Malusog,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.9400446887517853,0.8914019039601102,0.7222034102529666,0.9271525521335411,0.11271174014308197,0.17415971697241306,0.31392784498345805,0.23940858778700239,0.36458895802362956,0.15852809085728292,0.15509155670276617,7,2
AE31,Filipino,Mga Halamang Gamot,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.23958589945410275,0.30804551096294697,0.14318633802219638,0.3902535104972601,0.2649951178929568,0.2860197875106054,0.2579598490616486,0.16840032134925037,0.8259242383707851,0.8260415994513299,0.810965735343403,7,1
AE32,Filipino,"Iwasan ang Mikrobyo, Panatilihin and Kalusugan",A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.3235649726338663,0.14616857437942,0.23614542670411787,0.36642204645888266,0.7976484118901722,0.95656437898861,0.9881787885103586,0.752111795114834,0.389014884897226,0.11856519089976779,0.29113591115353704,1,1
AE33,Filipino,Ating Linisin ang Kapaligiran,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.23647644288560815,0.2282658574929543,0.2930157637115379,0.2657199202587107,0.8359969712073058,0.7028380218801086,0.8039258743776339,0.9688221384341438,0.2696253097101625,0.2602491363691769,0.15989910975270585,7,2
AE34,Filipino,Mga Simpleng Makina,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.18058834471029073,0.36812182925380943,0.38269190250892104,0.2645894243907232,0.7152348577370149,0.7454830674121385,0.9737784469253428,0.9464635607827618,0.21121819354208893,0.37017276894981066,0.211877743593615,1,3
AE35,Filipino,Alam Mo Ba Ang Iyong Pandama?,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.7440755346585906,0.998018365810574,0.8570475644701303,0.9374236909161033,0.29210737875618475,0.28610247978521824,0.17833442846777858,0.24381613729867357,0.39125500780445355,0.1063618847089679,0.27462265754091564,7,2
AE36,Filipino,Paghahanda sa Kalamidad,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.2037700931031593,0.3719908973470256,0.28839215993197004,0.1455313277636775,0.12980287102040305,0.26661157466284624,0.18005521016488624,0.3549558113086706,0.8598809843819417,0.7070409769656464,0.8205694635547547,7,3
AE37,Filipino,Paghahanda Para sa Bagyo,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.7432722949145196,0.8781258097398296,0.8141237400036105,0.7350886020979069,0.22770326631650062,0.20566047082767025,0.2412401243948423,0.1050145095697873,0.1901523659480544,0.23929902610067733,0.13656522312032393,7,2
AE38,Filipino,Iwasan ang Bulati,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.22315927812806458,0.1891398031645959,0.3323050113420324,0.2740897236502182,0.7650736795539717,0.8244196323920213,0.7752792543382504,0.8533519513651411,0.19548245514684878,0.297776409529095,0.2563097934753149,1,3
AE39,Filipino,Pagliligtas sa Ating mga Yamang Lupa,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.143483591694148,0.369505679904494,0.20949186538911074,0.17740037068390596,0.3369644743152952,0.3318133609856784,0.2686749530981327,0.33397023268393555,0.7328898114260776,0.9229945878335211,0.9308104573366784,7,1
AE40,Filipino,Ang Pag-aalaga ng Ating mga Yamang Dagat,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.29599759634258704,0.2826902752132468,0.32985452898539475,0.2752018899751877,0.3821957521723881,0.201249691947113,0.12984883808850534,0.3729177124904315,0.781556297706279,0.8742758823093931,0.7664037629311997,7,3
AE41,Filipino,Mga Luntiang Halaman,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.22950694877754632,0.18408537380139242,0.1293843880392604,0.10157471681019109,0.20745159938765673,0.16503955094744482,0.10012676603101758,0.24142953805447281,0.8344549202008678,0.931153224698901,0.8453003211957792,7,3
AE42,Filipino,Temperatura at Presyon ng Hangin,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.30916189313948267,0.22506317576612378,0.2872434252271221,0.12601502562241387,0.9750986172454479,0.7674269469109148,0.7286397562391385,0.8118657596879949,0.19954534776496657,0.1675680112290454,0.13619447286576505,7,3
AE43,Filipino,Mga Bagyo sa Pilipinas,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.9123782265649493,0.7200639324630067,0.8941835932683186,0.8388313458089176,0.1982408440989457,0.10219711880713911,0.2526208788070238,0.3393764373689945,0.24244120224979102,0.2606994693210205,0.12009071226045487,7,1
AE44,Filipino,Malalabanan Natin Ang Mga Karamdaman,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.8133488377004507,0.7559847243943425,0.8538679302729416,0.755936704782493,0.325095250886416,0.3956363734699464,0.22785493717825653,0.26892881271700375,0.34058126993931737,0.17128555990434347,0.3873212194896497,7,3
AE45,Filipino,Ano ang Nangyayari sa Ating Kapaligiran?,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.8727062540978472,0.7958707260456287,0.853062446540384,0.9655984001877317,0.3936929931817932,0.14634276617837616,0.23860561815692335,0.21889501137072398,0.10048248306220983,0.21068608173319112,0.2315079748744973,7,2
AE46,Filipino,Ano ang Kalagayan ng Iyong Nutrisyon?,A&E Advanced Elementary LS 2: Scientific and Critical Thinking Skills,Advanced Elementary LS 2,Intermediate,BLP Modules,Scientific Literacy and Critical Thinking,"Ability to analyze information using scientific processes, critical thinking, and evidence-based reasoning.",2,2,2,0.36118534162254734,0.1752241655904047,0.38305306174016884,0.2508070716428309,0.7958104490343169,0.9679224608298886,0.8058185965586202,0.7960067858253741,0.17328401998366177,0.18983213526308745,0.20086083344363018,1,2
AE47,English,Addition and Subtraction in Daily Life,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.3938325775082725,0.16045786416455873,0.35550305617380906,0.15590582779410841,0.18008892862462922,0.209298173680313,0.39869336382398635,0.320360471033925,0.7992716462379801,0.7186039166550413,0.8231987475386031,7,1
AE48,English,Addition and Subtraction of Decimals,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.7599145788321364,0.7559631259499615,0.7139200432200233,0.8318425506841165,0.345411059408744,0.3484402517314411,0.3594666008704087,0.3270056577905879,0.11075185996207924,0.2155858206872662,0.36781637901222153,7,2
AE49,English,Addition and Subtraction of Fractions,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.16405943428333453,0.24299559547645658,0.29519298057986554,0.22439883315631798,0.7506431173350505,0.8772972876105513,0.7371027682033946,0.9468378508271147,0.16102906743930506,0.11404594590889783,0.37098983133720453,1,2
AE50,English,Electricity and Its Uses,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.17312121708636552,0.36659947352073596,0.34618641511530696,0.2737019436860481,0.8380184291705024,0.9000118677740161,0.843331837510328,0.9863208300337193,0.2765611012617073,0.2262077292180124,0.18269491921426753,1,3
AE51,English,Geometric Shapes,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.15738218666311726,0.1233143066751958,0.30020961313585115,0.13988217978140782,0.9944112516227757,0.9811933151685259,0.9926499218687714,0.9895364133513906,0.29107025602410186,0.25709190810961147,0.37623636139376215,1,3
AE52,English,It's About Time,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.868502671662009,0.850641771030612,0.7208740596347015,0.7685490304149123,0.20928932046174198,0.36373139854820047,0.15001375472418232,0.11377710324535047,0.1989318380683518,0.2464662601721834,0.1874177111563417,7,1
AE53,English,Learning About Fractions,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.9653680316734361,0.9178448737938083,0.8645383538068956,0.8307947955391384,0.19958378830541607,0.22814372604749739,0.3720261230036538,0.1233406040639178,0.10777760471900866,0.11700753649153159,0.24965781159332454,7,2
AE54,English,Measuring Length,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.9039968672681116,0.9043051905126203,0.7491425328896649,0.7187271698123224,0.1863714683824517,0.22505353679151524,0.2559950916800824,0.3108197901913861,0.13730097522009257,0.1293941228771327,0.10293170531967932,7,1
AE55,English,Measuring Volume,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.8055274967674606,0.8130685884638706,0.7135086125822511,0.8524478578138746,0.30970909289247706,0.23066438683870333,0.35852820036675015,0.22975494635752342,0.10124404682565774,0.1239562700959784,0.14624447433730242,7,1
AE56,English,Measuring Weight Part 1,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.12167408317199974,0.3857871150633171,0.17104171476744393,0.15502799253471222,0.2570780739881262,0.3802553869230161,0.18005244079227067,0.1534806316648586,0.8244700360795754,0.8015328500799346,0.9355692700310332,7,1
AE57,English,Multiplication and Division in Daily Life,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.9662027154929536,0.7177545826854357,0.8757712431821567,0.7105676839479825,0.36796831657707707,0.13921417049553197,0.16307663898716723,0.3410765061194225,0.31796326901263733,0.309873703264009,0.221358382247258,7,3
AE58,English,Multiplication and Division of Decimals,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.10535078366380517,0.37363078444673126,0.16664607402371606,0.3283108793641917,0.32318516086032717,0.2816544322373588,0.37216095682775396,0.10182836326231764,0.9585260317731106,0.882691319301136,0.8473533442447411,7,2
AE59,English,Percent and Percentages,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.8697233152811392,0.9168356232560686,0.877657003577169,0.9476286425998101,0.3745406160418223,0.2581256663772662,0.22424597503152083,0.10645942221060993,0.2684247224918592,0.2239054118781944,0.22061150385534975,7,3
AE60,English,Ratio and Proportion,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.24531417237343714,0.38062683765312344,0.31698878155352517,0.3516165431705838,0.25342332435354054,0.250034138757668,0.17245090139700192,0.25829235683506413,0.853784727925932,0.8781863933788671,0.7777840932080846,7,2
AE61,English,Solving Day-to-Day Problems,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.7235562620574497,0.9022788763337014,0.8007041081133213,0.8327722636952357,0.20673678002298473,0.3536880156980329,0.3040089618722851,0.2755140616557849,0.3753997904030133,0.39605952997896887,0.39534365523298753,7,3
AE62,English,Time,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.18152016229877854,0.21477811296374918,0.39492735971510684,0.3181423068413112,0.7758419000510962,0.9803720259519328,0.8703855283171248,0.791561806970877,0.14382469750023044,0.3797249877710124,0.39257725651289155,1,1
AE63,Filipino,Pagdaragdag at Pagbabawas sa Pang-araw-araw na Buhay,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.8258601563710075,0.8096057874016567,0.7554898919716198,0.9223021874401636,0.10681580723465534,0.3833402075257365,0.24005574902346455,0.37860076549177146,0.37643475509773394,0.20323066497669856,0.11272666696852032,7,3
AE64,Filipino,Pagdaragdag at Pagbabawas ng mga Desimals,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.3719787145791129,0.10719334378653281,0.19866299390838726,0.25647123279094974,0.7722024064525326,0.7696687046200306,0.952345539837731,0.8056004707385511,0.17281553823309362,0.2504764650433358,0.19372969278098534,1,3
AE65,Filipino,Pagdaragdag at Pagbabawas nf Praksiyon,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.8102718400434493,0.9306077198092614,0.8437737809402297,0.7814005690633219,0.12744708391831053,0.3697057588455266,0.2840526240725943,0.24402165960977495,0.3354389841891844,0.21057660528671393,0.13559263639106098,7,3
AE66,Filipino,Ang Elektrisidad at ang mga Gamit Nito,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.380658752766015,0.15150555463104662,0.3205584921672351,0.36072982537244336,0.1432321750701916,0.3100475905411857,0.31944151710450797,0.17684463818076038,0.7190556368551548,0.7603495583248836,0.7622278500309426,7,2
AE67,Filipino,Mga Heometrikong Hugis,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.8859429044516616,0.9775994942852009,0.7569421806620323,0.8330604477150902,0.13823660500172605,0.2531143110453552,0.17583921832672417,0.18187727394164738,0.22148317850280716,0.10496946244669782,0.18174686149287733,7,3
AE68,Filipino,Ito’y Tungkol sa Oras,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.7814817907235119,0.8227965974167444,0.7778630419746934,0.9391062975737329,0.3885416806959482,0.2915180769262671,0.3463659732560705,0.3032415256911589,0.23134025849579085,0.28403404234683616,0.30339372754576305,7,1
AE69,Filipino,Pagkilala sa mga Praksiyon,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.8492898760005143,0.8246501665931042,0.9321515580970713,0.8693933249309115,0.3527990603327047,0.28352839293423915,0.3228765494768029,0.11079664685480181,0.334842554922,0.3739632798882909,0.34118373025173543,7,2
AE70,Filipino,Pagsukat ng Haba,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.8871175147120348,0.8392639042263146,0.7971432736027741,0.7351308947875758,0.2560316778673518,0.20644695311517364,0.1440004580361681,0.23576739675633857,0.12583895816755777,0.2972704279304048,0.20252921978774102,7,3
AE71,Filipino,Pagsukat ng Volume,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.1277516187581365,0.17679706972429243,0.11056638712179014,0.29582797829906243,0.19379590942425107,0.2879203532610835,0.14593638095022152,0.10586604504996833,0.9737347600007309,0.9091575829022631,0.719497043730288,7,2
AE72,Filipino,Pagsukat ng Timbang (Unang Bahagi),A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.17327279257870895,0.31974374088793417,0.2780136390297775,0.3906295175168887,0.7730545057250049,0.9066126355472427,0.8875568854459646,0.749430188877103,0.18478981596901944,0.10120809824268165,0.24364217954963244,1,2
AE73,Filipino,Pagpaparami at Paghahati sa Pang-araw araw na Buhay,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.21208655919699515,0.126511527183438,0.29656509444860374,0.39692494122458477,0.7731956805343503,0.8340630034250793,0.9088360337677571,0.8469847087656032,0.18060138220143845,0.3274634056077691,0.16126866844132476,1,3
AE74,Filipino,Pagpaparami at Paghahati ng mga Desimals,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.10488565352653186,0.20204474055861255,0.36941899278105905,0.10097594909464344,0.22743053296869623,0.3234488538968,0.2610712822779053,0.37155682808718915,0.7591536540083123,0.9782585125282757,0.7838830263683086,7,2
AE75,Filipino,Mga Porsiyento at Peresentahe,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.3405969974064572,0.1711295910918147,0.18303933506810355,0.30162093411799284,0.3883226711318125,0.1748747025998944,0.1148165286040668,0.23723586223920884,0.7779898808594192,0.8770576430193252,0.9145074064312483,7,3
AE76,Filipino,Panumbasan at Proporsiyon,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.3841961972615028,0.31748933140885355,0.34599958767692035,0.3406983132102679,0.11214540036795528,0.17752101715778557,0.36144287790480356,0.13799765511432152,0.8441070247049894,0.7092062638860944,0.7414170273745472,7,3
AE77,Filipino,Paglutas ng Pang-araw-araw na Suliranin,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.9092507735825933,0.9297650704348295,0.7223467839785803,0.9109511276505148,0.3228632927134327,0.1021697725895021,0.15003874623325814,0.21457865059901923,0.10308833214995222,0.18767384949025123,0.2254996146774897,7,2
AE78,Filipino,Oras,A&E Advanced Elementary LS 3: Mathematical and Problem-solving Skills,Advanced Elementary LS3,Intermediate,BLP Modules,Numeracy and Problem-Solving Skills,Ability to apply mathematical concepts and logical reasoning to solve real-life problems.,2,2,2,0.3364733055203455,0.2372047039974695,0.31052877776653476,0.3195523984445588,0.3823697276519834,0.22181653243175295,0.2182779272964917,0.11059087938639514,0.7134091596995137,0.9566142022671987,0.9214273936078463,7,1
AE79,English,Planning Your Business Part 1,A&E Advanced Elementary LS 4: Life and Career Skills,Advanced Elementary LS4,Intermediate,BLP Modules,Life and Career Skills,"Skills for employment, entrepreneurship, financial literacy, and sustainable living.",2,2,2,0.11310188526362287,0.37671309203650594,0.35067178701785995,0.37563824470146934,0.37675360233570054,0.3075596398709385,0.3611537895027014,0.39752062088670426,0.859924067508856,0.7935502533018741,0.8539400991278633,7,3
AE80,English,Planning Your Business Part 2,A&E Advanced Elementary LS 4: Life and Career Skills,Advanced Elementary LS4,Intermediate,BLP Modules,Life and Career Skills,"Skills for employment, entrepreneurship, financial literacy, and sustainable living.",2,2,2,0.1266296422289874,0.17350568719293818,0.3343979186267081,0.29306867346313603,0.9657923792425369,0.9009420267577715,0.7939782138232093,0.9498568817749792,0.2879161893286029,0.22796698978402874,0.1345142724609495,1,1
AE81,English,You Can Succeed in Business,A&E Advanced Elementary LS 4: Life and Career Skills,Advanced Elementary LS4,Intermediate,BLP Modules,Life and Career Skills,"Skills for employment, entrepreneurship, financial literacy, and sustainable living.",2,2,2,0.21794098300269954,0.16771911863577194,0.37523254674032047,0.22567905914825803,0.2584497124877546,0.18566827353104384,0.2973718961135323,0.20355891246391675,0.9796690216400035,0.9877649532858848,0.7751653095539698,7,1
